Kane Richardson,2014,6,58,57,6,9.7,101.8,26,0,0,5,1,43.9
Kane Richardson,2016,11,83,77,6,13.8,107.8,21,0,0,4,3,37.7
Kane Richardson,2020,11,59,55,2,29.5,107.3,10,0,0,3,0,21.8
Kane Williamson,2015,12,337,243,11,30.6,138.7,101,2,1,37,9,36.2
Kane Williamson,2018,29,761,656,28,27.2,116,89,4,0,66,17,35.4
Kanishk Seth,2018,,,,,,,,,,,,
Karan Sharma,2022,,,,,,,,,,,,
Karanveer Singh,2014,,,,,,,,,,,,
Karn Sharma,2014,10,120,106,5,24,113.2,39,0,0,10,4,43.4
Karn Sharma,2017,12,140,115,6,23.3,121.7,32,0,0,6,7,33
Karn Sharma,2018,9,85,71,6,14.2,119.7,26,0,0,8,3,42.3
Karn Sharma,2022,,,,,,,,,,,,
Kartik Tyagi,2020,,,,,,,,,,,,
Kartik Tyagi,2022,4,6,10,2,3,60,2,0,0,0,0,40
Karun Nair,2014,2,9,12,2,4.5,75,9,0,0,0,0,66.7
Karun Nair,2016,23,511,377,21,24.3,135.5,73,4,0,56,14,38.7
Karun Nair,2018,25,638,523,23,27.7,122,83,4,0,79,12,40.7
Karun Nair,2021,4,21,20,3,7,105,15,0,0,2,0,35
Karun Nair,2022,8,111,74,6,18.5,150,55,1,0,12,3,31.1
Kedar Jadhav,2014,10,152,124,7,21.7,122.6,31,0,0,8,5,28.2
Kedar Jadhav,2018,16,309,218,12,25.8,141.7,69,1,0,27,12,30.3
Kedar Jadhav,2021,17,224,235,12,18.7,95.3,58,1,0,26,3,47.7
Keemo Paul,2019,7,28,30,5,5.6,93.3,14,0,0,0,1,43.3
Kevin Pietersen,2014,11,378,278,8,47.2,136,103,2,1,27,21,36.3
Kevin Pietersen,2015,27,616,525,24,25.7,117.3,66,2,0,60,17,39.8
Kevin Pietersen,2016,45,1235,989,40,30.9,124.9,83,7,0,115,41,37.6
Kevon Cooper,2014,,,,,,,,,,,,
Kieron Pollard,2018,75,1622,1082,59,27.5,149.9,83,9,0,99,105,34.2
Kishore Pramod Kamath,2016,,,,,,,,,,,,
KL Rahul,2014,2,20,16,2,10,125,12,0,0,4,0,56.2
KL Rahul,2018,12,397,271,9,44.1,146.5,68,4,0,37,16,31.7
Kona Srikar Bharat,2015,,,,,,,,,,,,
Kona Srikar Bharat,2021,,,,,,,,,,,,
Krishnappa Gowtham,2017,,,,,,,,,,,,
Krishnappa Gowtham,2018,,,,,,,,,,,,
Krishnappa Gowtham,2021,6,60,46,4,15,130.4,22,0,0,4,3,41.3
Krismar Santokie,2014,,,,,,,,,,,,
Krunal Pandya,2016,,,,,,,,,,,,
Krunal Pandya,2018,19,480,303,13,36.9,158.4,86,1,0,46,20,32.3
Krunal Pandya,2022,23,252,215,16,15.8,117.2,39,0,0,19,11,40.5
Kshitiz Sharma,2018,,,,,,,,,,,,
Kuldeep Sen,2022,1,0,3,1,0,0,0,0,0,0,0,100
Kuldeep Yadav,2014,,,,,,,,,,,,
Kuldeep Yadav,2018,2,20,22,2,10,90.9,16,0,0,2,0,40.9
Kuldeep Yadav,2022,2,13,21,1,13,61.9,12,0,0,1,0,52.4
Kuldip Yadav,2021,,,,,,,,,,,,
Kuldip Yadav,2022,1,0,4,0,-,0,0,0,0,0,0,100
Kulwant Khejroliya,2017,,,,,,,,,,,,
Kulwant Khejroliya,2018,,,,,,,,,,,,
Kusal Janith Perera,2013,,,,,,,,,,,,
Kyle Abbott,2015,6,39,34,4,9.8,114.7,16,0,0,2,1,35.3
Kyle Abbott,2016,8,56,51,5,11.2,109.8,16,0,0,3,2,39.2
Kyle Jamieson,2021,5,74,59,2,37,125.4,24,0,0,4,2,30.5
Kyle Mayers,2022,19,409,351,18,22.7,116.5,85,2,0,26,24,44.7
Lakshmipathy Balaji,2014,2,9,10,1,9,90,9,0,0,1,0,50
Lalit Yadav,2020,,,,,,,,,,,,
Lalit Yadav,2022,9,184,131,3,61.3,140.5,52,1,0,19,6,30.5
Lasith Malinga,2019,7,24,24,2,12.0,100.0,14,0,0,1,2,54.2
Laxmi Ratan Shukla,2014,9,78,69,8,9.8,113.0,26,0,0,4,5,46.4
Laxmi Ratan Shukla,2015,5,34,50,5,6.8,68.0,21,0,0,2,1,54.0
Liam Livingstone,2019,18,628,395,18,34.9,159.0,100,2,1,58,32,33.9
Liam Livingstone,2021,64,"1,627","1,187",60,27.1,137.1,82,12,0,107,96,36.6
Liam Livingstone,2022,57,"1,708","1,173",51,33.5,145.6,94,13,0,113,106,36.1
Lockie Ferguson,2017,,,,,,,,,,,,
Lockie Ferguson,2019,2,6,6,1,6.0,100.0,5,0,0,0,0,0.0
Lockie Ferguson,2022,10,130,100,6,21.7,130.0,26,0,0,9,7,40.0
Luke Pomersbach,2013,9,168,129,9,18.7,130.2,65,1,0,17,6,45.0
Lukman Hussain Meriwala,2021,,,,,,,,,,,,
Lungisani Ngidi,2018,,,,,,,,,,,,
Lungisani Ngidi,2022,,,,,,,,,,,,
Luvnith Sisodia,2022,,,,,,,,,,,,
M Siddharth,2020,,,,,,,,,,,,
M Siddharth,2021,,,,,,,,,,,,
M. Ashwin,2016,,,,,,,,,,,,
M. Ashwin,2017,,,,,,,,,,,,
M. Ashwin,2018,,,,,,,,,,,,
M. Ashwin,2019,,,,,,,,,,,,
M. Harisankar Reddy,2021,,,,,,,,,,,,
Washington Sundar,2018,5,9,12,1,9.0,75.0,5,0,0,0,0,50.0
Maheesh Theekshana,2022,2,2,6,2,1.0,33.3,2,0,0,0,0,83.3
Mahipal Lomror,2016,,,,,,,,,,,,
Mahipal Lomror,2018,,,,,,,,,,,,
Mahipal Lomror,2022,14,419,308,10,41.9,136.0,78,3,0,28,21,32.5
Manan Ajay Sharma,2016,,,,,,,,,,,,
Manan Vohra,2018,16,390,290,16,24.4,134.5,95,2,0,42,12,40.7
Manan Vohra,2019,13,284,206,13,21.8,137.9,95,1,0,25,13,39.8
Manan Vohra,2022,4,42,39,4,10.5,107.7,14,0,0,5,2,61.5
Mandeep Hardev Singh,2014,,,,,,,,,,,,
Mandeep Singh,2018,10,188,177,10,18.8,106.2,52,1,0,21,4,45.8
Mandeep Singh,2022,10,222,180,7,31.7,123.3,66,1,0,19,8,38.9
Manish Pandey,2014,16,279,249,13,21.5,112.0,80,2,0,23,9,41.0
Manish Pandey,2018,23,644,491,16,40.2,131.2,81,4,0,45,21,26.5
Manish Pandey,2022,27,817,667,23,35.5,122.5,83,7,0,61,32,36.1
Manjot Kalra,2018,,,,,,,,,,,,
Manoj Tiwary,2014,27,452,435,20,22.6,103.9,59,1,0,37,5,38.2
Manoj Tiwary,2017,2,57,56,2,28.5,101.8,32,0,0,8,1,50.0
Manoj Tiwary,2018,13,324,236,10,32.4,137.3,60,2,0,31,11,30.1
Manpreet Gony,2013,3,4,10,2,2.0,40.0,4,0,0,0,0,60.0
Manpreet Gony,2017,,,,,,,,,,,,
Manprit Juneja,2014,7,125,128,7,17.9,97.7,49,0,0,11,1,37.5
Manvinder Bisla,2014,24,534,438,23,23.2,121.9,92,3,0,61,19,47.0
Manzoor Dar,2018,,,,,,,,,,,,
Marchant De Lange,2014,,,,,,,,,,,,
Marco Jansen,2021,,,,,,,,,,,,
Marco Jansen,2022,2,0,3,2,0.0,0.0,0,0,0,0,0,100.0
Marcus Stoinis,2015,6,70,56,5,14.0,125.0,25,0,0,3,4,35.7
Marcus Stoinis,2016,7,131,109,6,21.8,120.2,50,1,0,13,2,37.6
Marcus Stoinis,2018,23,443,368,19,23.3,120.4,99,2,0,34,13,39.7
Marcus Stoinis,2020,41,"1,145",888,27,42.4,128.9,81,5,0,92,35,32.7
Mark Wood,2018,1,5,3,0,-,166.7,5,0,0,1,0,33.3
Mark Wood,2022,1,6,3,0,-,200.0,6,0,0,1,0,0.0
Martin Guptill,2017,25,611,511,25,24.4,119.6,72,3,0,52,27,43.2
Martin Guptill,2019,25,598,470,23,26.0,127.2,101,3,1,58,25,40.6
Matt Henry,2014,,,,,,,,,,,,
Matt Henry,2017,4,39,23,3,13.0,169.6,35,0,0,3,2,30.4
Matthew Wade,2022,19,632,386,18,35.1,163.7,130,5,1,58,26,25.9
Mayank Agarwal,2014,17,292,220,16,18.2,132.7,64,1,0,25,18,45.9
Mayank Agarwal,2018,6,53,52,6,8.8,101.9,20,0,0,6,1,48.1
Mayank Dagar,2018,,,,,,,,,,,,
Mayank Markande,2018,,,,,,,,,,,,
Mayank Markande,2022,1,2,3,1,2.0,66.7,2,0,0,0,0,33.3
Mayank Yadav,2022,,,,,,,,,,,,
Michael Clarke,2013,6,98,94,6,16.3,104.3,41,0,0,12,0,43.6
Michael Hussey,2014,37,"1,335","1,070",32,41.7,124.8,95,11,0,141,33,38.3
Michael Hussey,2015,48,"1,622","1,259",41,39.6,128.8,96,14,0,155,46,35.6
Midhun S,2018,,,,,,,,,,,,
Milind Kumar,2014,,,,,,,,,,,,
Milind Kumar,2019,,,,,,,,,,,,
Milind Tandon,2017,,,,,,,,,,,,
Mitchell Johnson,2014,9,74,71,5,14.8,104.2,30,0,0,6,2,39.4
Mitchell Johnson,2017,10,36,50,6,6.0,72.0,13,0,0,1,1,52.0
Mitchell Johnson,2018,4,25,31,2,12.5,80.6,13,0,0,1,1,54.8
Mitchell Marsh,2016,12,256,202,9,28.4,126.7,63,1,0,21,11,39.1
Mitchell Marsh,2020,13,270,226,10,27.0,119.5,56,2,0,18,11,37.2
Mitchell Marsh,2022,30,832,571,20,41.6,145.7,100,5,1,56,38,29.4
Mitchell McClenaghan,2015,5,22,14,1,22.0,157.1,10,0,0,3,0,28.6
Mitchell Santner,2018,13,240,202,13,18.5,118.8,38,0,0,14,13,42.6
Mitchell Santner,2022,12,218,176,7,31.1,123.9,39,0,0,13,9,36.9
Mitchell Starc,2014,2,1,2,0,-,50.0,1,0,0,0,0,50.0
Mitchell Starc,2018,,,,,,,,,,,,
Mithun Manhas,2014,9,133,113,4,33.2,117.7,42,0,0,11,4,36.3
Moeen Ali,2018,2,49,39,2,24.5,125.6,40,0,0,5,1,38.5
Moeen Ali,2021,31,773,498,26,29.7,155.2,121,5,1,60,53,37.8
Mohammad Nabi,2017,18,314,198,14,22.4,158.6,87,1,0,24,16,28.8
Mohammad Nabi,2018,25,395,251,17,23.2,157.4,87,1,0,29,21,29.1
Mohammad Nabi,2022,54,917,690,42,21.8,132.9,71,4,0,62,45,35.2
Mohammad Shami,2014,,,,,,,,,,,,
Mohammad Shami,2018,,,,,,,,,,,,
Mohammad Shami,2019,,,,,,,,,,,,
Mohammad Shami,2022,,,,,,,,,,,,
Mohammed Azharudeen,2021,,,,,,,,,,,,
Mohammed Siraj,2017,,,,,,,,,,,,
Mohammed Siraj,2018,,,,,,,,,,,,
Mohd. Arshad Khan,2022,,,,,,,,,,,,
Mohit Sharma,2014,3,0,6,1,0.0,0.0,0,0,0,0,0,100.0
Mohit Sharma,2016,6,29,21,3,9.7,138.1,21,0,0,1,2,38.1
Mohit Sharma,2018,12,83,76,10,8.3,109.2,15,0,0,7,2,39.5
Mohit Sharma,2019,11,61,63,7,8.7,96.8,13,0,0,5,1,41.3
Mohit Sharma,2020,5,10,15,1,10.0,66.7,4,0,0,1,0,53.3
Mohsin Khan,2018,,,,,,,,,,,,
Mohsin Khan,2020,,,,,,,,,,,,
Mohsin Khan,2022,,,,,,,,,,,,
Moises Henriques,2013,23,430,337,18,23.9,127.6,70,1,0,34,14,36.2
Moises Henriques,2014,29,579,451,21,27.6,128.4,70,1,0,52,17,36.4
Moises Henriques,2019,40,999,814,32,31.2,122.7,64,7,0,81,25,31.9
Moises Henriques,2021,26,532,377,21,25.3,141.1,72,3,0,35,24,28.6
Monu Singh,2018,,,,,,,,,,,,
Morne Morkel,2014,11,78,51,8,9.8,152.9,23,0,0,7,4,35.3
Mujeeb Zadran,2018,,,,,,,,,,,,
Mujeeb Zadran,2021,,,,,,,,,,,,
Mukesh Choudhary,2022,,,,,,,,,,,,
Munaf Patel,2017,,,,,,,,,,,,
Murali Kartik,2014,5,28,24,1,28.0,116.7,14,0,0,1,1,20.8
Murali Vijay,2014,37,806,690,36,22.4,116.8,113,2,1,86,23,45.8
Murali Vijay,2015,31,602,548,30,20.1,109.9,55,3,0,58,15,44.7
Murali Vijay,2018,14,453,364,13,34.8,124.5,89,5,0,50,10,38.5
Murugan Ashwin,2022,4,21,30,3,7.0,70.0,9,0,0,1,0,43.3
Mustafizur Rahman,2016,1,1,2,0,-,50.0,1,0,0,0,0,50.0
Mustafizur Rahman,2018,3,8,17,1,8.0,47.1,7,0,0,0,1,82.4
Mustafizur Rahman,2021,12,54,55,4,13.5,98.2,21,0,0,4,3,54.5
Mustafizur Rahman,2022,7,15,26,3,5.0,57.7,8,0,0,1,1,73.1
Muttiah Muralitharan,2014,6,14,20,5,2.8,70.0,7,0,0,0,1,70.0
N Jagadeesan,2018,,,,,,,,,,,,
N. Jagadeesan,2022,,,,,,,,,,,,
N. Tilak Varma,2022,,,,,,,,,,,,
Naman Ojha,2014,21,277,251,15,18.5,110.4,64,1,0,23,14,50.6
Naman Ojha,2018,18,215,203,14,15.4,105.9,37,0,0,9,8,40.4
Nathan Coulter-Nile,2013,10,68,58,4,17.0,117.2,23,0,0,6,3,48.3
Nathan Coulter-Nile,2014,16,147,108,8,18.4,136.1,42,0,0,10,9,42.6
Nathan Coulter-Nile,2017,10,76,52,6,12.7,146.2,22,0,0,5,6,46.2
Nathan Coulter-Nile,2018,5,23,26,3,7.7,88.5,7,0,0,1,2,61.5
Nathan Coulter-Nile,2020,8,122,70,5,24.4,174.3,31,0,0,8,9,34.3
Nathan Coulter-Nile,2021,14,161,93,8,20.1,173.1,31,0,0,14,9,34.4
Nathan Coulter-Nile,2022,16,92,74,13,7.1,124.3,24,0,0,9,3,44.6
Nathan Ellis,2022,21,143,117,15,9.5,122.2,20,0,0,10,5,29.9
Nathan McCullum,2013,7,69,59,4,17.2,116.9,20,0,0,2,2,33.9
Nathu Singh,2016,,,,,,,,,,,,
Nathu Singh,2017,,,,,,,,,,,,
Nathu Singh,2019,,,,,,,,,,,,
Navdeep Saini,2017,,,,,,,,,,,,
Navdeep Saini,2018,,,,,,,,,,,,
Navdeep Saini,2022,4,29,31,2,14.5,93.5,12,0,0,3,0,41.9
Nic Maddinson,2014,16,401,310,15,26.7,129.4,69,2,0,46,13,47.1
Nicolas Pooran,2022,50,"1,073",718,43,25.0,149.4,100,5,1,62,80,39.6
Nicolas Pooran,2017,20,388,255,18,21.6,152.2,81,2,0,26,27,34.9
Nicolas Pooran,2019,34,705,516,31,22.7,136.6,58,2,0,50,44,41.3
Nidheesh M D Dinesan,2018,,,,,,,,,,,,
Nikhil Shankar Naik,2015,,,,,,,,,,,,
Nikhil Shankar Naik,2019,,,,,,,,,,,,
Nikhil Shankar Naik,2020,1,7,16,1,7.0,43.8,7,0,0,1,0,75.0
Nitish Rana,2015,,,,,,,,,,,,
Nitish Rana,2018,15,437,339,14,31.2,128.9,70,4,0,31,25,39.8
Nitish Rana,2022,34,919,681,31,29.6,134.9,87,7,0,100,37,39.8
Noor Ahmad,2022,5,16,25,2,8.0,64.0,11,0,0,1,0,52.0
Obed Mccoy,2022,,,,,,,,,,,,
Odean Smith,2022,,,,,,,,,,,,
Oshane Thomas,2019,1,2,3,0,-,66.7,2,0,0,0,0,33.3
Oshane Thomas,2020,3,6,15,0,-,40.0,2,0,0,0,0,60.0
Pankaj Jaswal,2019,,,,,,,,,,,,
Pankaj Singh,2013,,,,,,,,,,,,
Paras Dogra,2016,,,,,,,,,,,,
Pardeep Sahu,2015,,,,,,,,,,,,
Pardeep Sahu,2016,,,,,,,,,,,,
Pardeep Sahu,2018,2,19,13,1,19.0,146.2,18,0,0,1,1,30.8
Parthiv Patel,2014,31,655,562,30,21.8,116.5,61,2,0,78,11,41.5
Parthiv Patel,2018,26,572,445,26,22.0,128.5,81,3,0,72,12,40.2
Parveez Rasool,2014,,,,,,,,,,,,
Parvinder Awana,2014,5,5,14,2,2.5,35.7,4,0,0,0,0,64.3
Pat Cummins,2018,14,211,149,9,23.4,141.6,39,0,0,13,12,33.6
Pat Cummins,2020,1,10,8,0,-,125.0,10,0,0,1,0,50.0
Pat Cummins,2022,15,239,170,10,23.9,140.6,66,2,0,14,16,41.8
Pat Cummins,2014,2,18,17,0,-,105.9,14,0,0,0,1,47.1
Pat Cummins,2017,6,112,81,5,22.4,138.3,39,0,0,7,7,35.8
Pavan Deshpande,2018,,,,,,,,,,,,
Pavan Deshpande,2020,,,,,,,,,,,,
Pawan Negi,2014,7,44,42,4,11.0,104.8,14,0,0,5,1,47.6
Pawan Negi,2016,10,124,78,9,13.8,159.0,36,0,0,10,6,30.8
Pawan Negi,2017,15,173,132,10,17.3,131.1,36,0,0,12,8,37.1
Pawan Negi,2018,16,201,170,10,20.1,118.2,35,0,0,12,10,41.2
Pawan Negi,2021,4,9,12,4,2.2,75.0,5,0,0,1,0,58.3
Pawan Suyal,2014,,,,,,,,,,,,
Pawan Suyal,2016,,,,,,,,,,,,
Peter Handscomb,2016,18,347,296,13,26.7,117.2,103,1,1,22,10,31.1
Philip Hughes,2013,,,,,,,,,,,,
Piyush Chawla,2014,22,170,145,14,12.1,117.2,23,0,0,14,7,40.7
Piyush Chawla,2018,4,29,32,4,7.2,90.6,11,0,0,4,0,53.1
Piyush Chawla,2020,10,69,71,7,9.9,97.2,14,0,0,5,3,49.3
Piyush Chawla,2021,5,42,37,3,14.0,113.5,14,0,0,4,2,51.4
Prabhsimran Singh,2019,,,,,,,,,,,,
Prabhsimran Singh,2020,1,16,17,1,16.0,94.1,16,0,0,1,1,58.8
Prabhsimran Singh,2022,10,259,203,8,32.4,127.6,98,1,0,22,11,40.4
Pradeep Sangwan,2016,,,,,,,,,,,,
Pradeep Sangwan,2018,3,2,4,2,1.0,50.0,1,0,0,0,0,50.0
Pradeep Sangwan,2022,,,,,,,,,,,,
Pragyan Ojha,2014,6,6,18,3,2.0,33.3,3,0,0,0,0,66.7
Pragyan Ojha,2015,7,7,13,2,3.5,53.8,2,0,0,0,0,46.2
Prasanth Padmanabhan,2015,,,,,,,,,,,,
Prasanth Parameswaran,2014,1,0,1,0,-,0.0,0,0,0,0,0,100.0
Prashant Chopra,2018,,,,,,,,,,,,
Prashant Solanki,2022,,,,,,,,,,,,
Prasidh Krishna,2022,4,3,10,2,1.5,30.0,2,0,0,0,0,70.0
Pratham Singh,2017,,,,,,,,,,,,
Pratham Singh,2022,,,,,,,,,,,,
Pratyush Singh,2015,,,,,,,,,,,,
Pratyush Singh,2016,,,,,,,,,,,,
Praveen Dubey,2016,,,,,,,,,,,,
Praveen Dubey,2017,,,,,,,,,,,,
Praveen Kumar,2015,9,68,55,7,9.7,123.6,24,0,0,6,3,45.5
Praveen Kumar,2016,6,38,41,4,9.5,92.7,20,0,0,4,0,43.9
Pravin Dubey,2022,,,,,,,,,,,,
Pravin Tambe,2014,1,3,6,0,-,50.0,3,0,0,0,0,50.0
Pravin Tambe,2016,4,8,14,2,4.0,57.1,3,0,0,0,0,42.9
Pravin Tambe,2017,3,10,24,0,-,41.7,7,0,0,1,0,70.8
Pravin Tambe,2020,,,,,,,,,,,,
Prayas Ray Barman,2019,,,,,,,,,,,,
Prerak Mankad,2022,5,171,103,4,42.8,166.0,61,2,0,17,7,23.3
Prince Balwant Rai Singh,2020,,,,,,,,,,,,
Prithvi Raj Yarra,2019,,,,,,,,,,,,
Prithvi Shaw,2018,,,,,,,,,,,,
Priyam Garg,2020,,,,,,,,,,,,
Priyam Garg,2022,15,205,185,14,14.6,110.8,51,1,0,11,7,36.2
Quinton De Kock,2013,6,104,110,5,20.8,94.5,51,1,0,10,4,55.5
Quinton De Kock,2014,12,256,220,10,25.6,116.4,109,1,1,27,10,50.5
Quinton De Kock,2018,13,445,327,12,37.1,136.1,108,3,1,52,13,37.9
Quinton De Kock,2022,35,"1,002",731,30,33.4,137.1,78,8,0,96,37,36.0
R Samarth,2022,,,,,,,,,,,,
R. Ashwin,2022,,,,,,,,,,,,
R. Sai Kishore,2020,,,,,,,,,,,,
R. Sai Kishore,2022,,,,,,,,,,,,
R. Sanjay Yadav,2017,,,,,,,,,,,,
Rahul Ajay Tripathi,2017,,,,,,,,,,,,
Rahul Buddhi,2022,4,69,58,4,17.2,119.0,26,0,0,6,1,27.6
Rahul Chahar,2017,,,,,,,,,,,,
Rahul Chahar,2018,1,3,2,0,-,150.0,3,0,0,0,0,0.0
Rahul Chahar,2022,7,23,29,7,3.3,79.3,8,0,0,2,0,51.7
Rahul Sharma,2014,10,13,28,8,1.6,46.4,10,0,0,1,0,71.4
Rahul Sharma,2015,6,11,17,4,2.8,64.7,10,0,0,1,0,58.8
Rahul Shukla,2014,3,2,4,1,2.0,50.0,1,0,0,0,0,50.0
Rahul Tewatia,2014,,,,,,,,,,,,
Rahul Tewatia,2017,,,,,,,,,,,,
Rahul Tewatia,2018,2,19,11,1,19.0,172.7,15,0,0,4,0,36.4
Rahul Tewatia,2022,26,494,385,18,27.4,128.3,53,1,0,31,27,37.1
Rahul Tripathi,2018,14,391,267,14,27.9,146.4,93,2,0,43,17,39.3
Rahul Tripathi,2020,19,367,285,15,24.5,128.8,80,2,0,31,10,32.3
Rahul Tripathi,2022,28,693,509,25,27.7,136.1,81,4,0,67,24,35.0
Raj Angad Bawa,2022,,,,,,,,,,,,
Rajagopal Sathish,2016,,,,,,,,,,,,
Rajat Bhatia,2014,18,165,154,10,16.5,107.1,26,0,0,14,4,42.9
Rajat Bhatia,2016,8,67,54,6,11.2,124.1,23,0,0,4,3,33.3
Rajat Patidar,2021,,,,,,,,,,,,
Rajvardhan Hangargekar,2022,,,,,,,,,,,,
Ramandeep Singh,2022,4,71,41,4,17.8,173.2,54,1,0,5,5,29.3
Ramesh Kumar,2022,,,,,,,,,,,,
Ranganath Vinay Kumar,2014,,,,,,,,,,,,
Ranganath Vinay Kumar,2018,,,,,,,,,,,,
Rashid Khan Arman,2017,,,,,,,,,,,,
Rashid Khan Arman,2018,,,,,,,,,,,,
Rasikh Dar,2019,,,,,,,,,,,,
Rasikh Dar,2022,,,,,,,,,,,,
Rassie Van Der Dussen,2022,,,,,,,,,,,,
Ravi Bishnoi,2020,,,,,,,,,,,,
Ravi Bopara,2015,38,823,671,27,30.5,122.7,81,3,0,66,26,34.9
Ravi Rampaul,2013,5,29,18,3,9.7,161.1,15,0,0,3,1,27.8
Ravi Rampaul,2014,8,48,44,5,9.6,109.1,23,0,0,3,2,47.7
Ravichandran Ashwin,2018,6,41,38,2,20.5,107.9,29,0,0,3,1,36.8
Ricky Bhui,2014,,,,,,,,,,,,
Ricky Bhui,2018,,,,,,,,,,,,
Ricky Ponting,2013,6,210,173,5,42.0,121.4,63,2,0,16,8,43.9
Riley Meredith,2021,4,2,8,4,0.5,25.0,2,0,0,0,0,75.0
Riley Meredith,2022,6,10,12,4,2.5,83.3,4,0,0,1,0,50.0
Rinku Singh,2017,,,,,,,,,,,,
Rinku Singh,2018,,,,,,,,,,,,
Rinku Singh,2022,1,11,11,1,11.0,100.0,11,0,0,1,0,27.3
Ripal Patel,2021,,,,,,,,,,,,
Ripal Patel,2022,2,25,27,1,25.0,92.6,18,0,0,3,0,51.9
Rishabh Pant,2016,,,,,,,,,,,,
Rishi Dhawan,2014,4,21,21,3,7.0,100.0,14,0,0,3,0,52.4
Rishi Dhawan,2017,6,50,39,2,25.0,128.2,25,0,0,2,3,38.5
Rishi Dhawan,2022,5,139,108,3,46.3,128.7,45,0,0,10,5,29.6
Riyan Parag,2019,,,,,,,,,,,,
Riyan Parag,2022,21,331,280,16,20.7,118.2,77,2,0,21,15,36.4
Robin Uthappa,2014,32,839,714,31,27.1,117.5,75,4,0,80,22,40.3
Robin Uthappa,2018,28,782,524,28,27.9,149.2,87,8,0,81,29,31.9
Robin Uthappa,2020,27,633,510,25,25.3,124.1,67,2,0,58,31,43.5
Robin Uthappa,2022,20,467,344,20,23.4,135.8,94,2,0,40,20,36.6
Romario Shepherd,2022,11,124,80,7,17.7,155.0,72,1,0,10,9,40.0
Ronit More,2014,,,,,,,,,,,,
Ross Taylor,2014,28,449,430,25,18.0,104.4,55,1,0,24,15,41.9
Rovman Powell,2017,11,206,171,8,25.8,120.5,44,0,0,10,14,43.3
Rovman Powell,2022,30,465,385,26,17.9,120.8,61,1,0,19,35,47.0
Rudra Pratap Singh,2013,9,8,16,5,1.6,50.0,3,0,0,0,0,50.0
Rudra Pratap Singh,2016,,,,,,,,,,,,
Ruturaj Gaikwad,2019,,,,,,,,,,,,
Ryan McLaren,2013,4,90,96,3,30.0,93.8,51,1,0,7,1,37.5
Ryan Ten Doeschate,2014,35,993,661,27,36.8,150.2,95,7,0,61,46,26.3
Sachin Baby,2016,,,,,,,,,,,,
Sachin Baby,2018,9,134,94,7,19.1,142.6,33,0,0,11,5,31.9
Sachin Baby,2021,,,,,,,,,,,,
Sachin Rana,2014,,,,,,,,,,,,
Sachithra Senanayaka,2013,,,,,,,,,,,,
Sagar Trivedi,2015,,,,,,,,,,,,
Sam Billings,2016,25,438,324,21,20.9,135.2,46,0,0,36,14,29.6
Sam Billings,2018,54,"1,118",832,47,23.8,134.4,78,7,0,93,33,29.8
Sam Billings,2021,10,176,144,8,22.0,122.2,55,2,0,11,5,33.3
Sam Billings,2022,32,859,622,29,29.6,138.1,83,6,0,75,30,32.2
Sam Curran,2019,22,308,227,19,16.2,135.7,50,1,0,26,12,32.6
Sam Curran,2020,23,439,292,16,27.4,150.3,55,3,0,50,16,35.6
Samuel Badree,2014,7,25,27,2,12.5,92.6,15,0,0,0,2,48.1
Samuel Badree,2016,6,43,37,1,43.0,116.2,29,0,0,2,2,43.2
Sandeep Bavanaka,2020,,,,,,,,,,,,
Sandeep Lamichhane,2018,,,,,,,,,,,,
Sandeep Sharma,2014,1,0,1,0,-,0.0,0,0,0,0,0,100.0
Sandeep Sharma,2018,6,15,15,0,-,100.0,5,0,0,0,0,6.7
Sandeep Sharma,2022,8,21,24,4,5.2,87.5,9,0,0,2,0,41.7
Sandeep Warrier,2014,,,,,,,,,,,,
Sanjay Yadav,2020,,,,,,,,,,,,
Sanjay Yadav,2022,3,75,56,3,25.0,133.9,38,0,0,4,4,28.6
Sanju Samson,2016,24,543,436,23,23.6,124.5,76,3,0,41,25,40.6
Sanju Samson,2018,28,677,532,25,27.1,127.3,102,3,1,52,27,35.9
Sarabjit Ladda,2016,,,,,,,,,,,,
Sarfaraz Khan,2022,9,118,91,8,14.8,129.7,53,1,0,12,4,37.4
Sarfaraz Naushad Khan,2015,,,,,,,,,,,,
Sarfaraz Naushad Khan,2019,,,,,,,,,,,,
Saurabh Dubey,2022,,,,,,,,,,,,
Saurabh Kumar,2017,,,,,,,,,,,,
Saurabh Kumar,2021,,,,,,,,,,,,
Saurabh Tiwary,2014,17,300,276,12,25.0,108.7,52,1,0,13,12,36.2
Saurabh Tiwary,2017,13,279,219,7,39.9,127.4,57,2,0,26,9,36.1
Saurabh Tiwary,2018,8,222,184,8,27.8,120.7,57,3,0,26,4,38.0
Saurabh Tiwary,2020,,,,,,,,,,,,
Sayan Ghosh,2017,,,,,,,,,,,,
Sayan Ghosh,2018,,,,,,,,,,,,
Sayan Sekhar Mandal,2014,,,,,,,,,,,,
Scott Boland,2016,3,17,15,1,17.0,113.3,8,0,0,1,0,20.0
Sean Abbott,2015,4,11,14,4,2.8,78.6,5,0,0,1,0,50.0
Sean Abbott,2022,4,68,68,2,34.0,100.0,37,0,0,4,2,42.6
Shadab Jakati,2014,2,7,12,0,-,58.3,6,0,0,0,0,41.7
Shadab Jakati,2016,,,,,,,,,,,,
Shahbaz Ahamad,2020,,,,,,,,,,,,
